personLabel,birthdate,birthplaceLabel,birthcoord,deathdate,deathplaceLabel,deathcoord,occupationLabel,genderLabel,bloc,dloc
Lavkumar Khachar,1930-02-24T00:00:00Z,Jasdan State,Point(71.2 22.03),2015-03-02T00:00:00Z,Rajkot,Point(70.798363888 22.296908333),,male,"22.03,71.2","22.296908333,70.798363888"
Kasinathuni Viswanath,1930-02-19T00:00:00Z,Repalle,Point(80.85 16.02),2023-02-02T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.02,80.85","17.361666666,78.474722222"
Basava Premanand,1930-02-17T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),2009-10-04T00:00:00Z,Podanur,Point(76.983333333 10.95),,male,"11.247777777,75.780277777","10.95,76.983333333"
Amalendu Bandyopadhyay,1930-02-01T00:00:00Z,Bagnan,Point(87.96528 22.4675),2020-06-22T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.4675,87.96528","22.5675,88.37"
Amalendu Bandyopadhyay,1930-02-01T00:00:00Z,Bagnan,Point(87.97 22.47),2020-06-22T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.47,87.97","22.5675,88.37"
Suroor Barabankvi,1930-01-30T00:00:00Z,Barabanki,Point(81.2 26.92),1980-01-01T00:00:00Z,Dhaka,Point(90.394444444 23.728888888),,male,"26.92,81.2","23.728888888,90.394444444"
Jasraj,1930-01-28T00:00:00Z,Hisar,Point(75.736666666 29.148888888),2020-08-17T00:00:00Z,New Jersey,Point(-74.5 40.0),,male,"29.148888888,75.736666666","40.0,-74.5"
Jayant Kothari,1930-01-28T00:00:00Z,Rajkot,Point(70.798363888 22.296908333),2001-04-01T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"22.296908333,70.798363888","23.021944444,72.579722222"
Basu Chatterjee,1930-01-10T00:00:00Z,Ajmer,Point(74.639 26.468),2020-06-04T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"26.468,74.639","19.075833333,72.8775"
Arjan Hasid,1930-01-07T00:00:00Z,Karachi,Point(67.01 24.86),2019-12-26T00:00:00Z,India,Point(83.0 22.8),,male,"24.86,67.01","22.8,83.0"
Arjan Hasid,1930-01-07T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),2019-12-26T00:00:00Z,India,Point(83.0 22.8),,male,"18.966667,72.833333","22.8,83.0"
Arjan Hasid,1930-01-07T00:00:00Z,Karachi,Point(67.01 24.86),2019-12-26T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"24.86,67.01","23.021944444,72.579722222"
Arjan Hasid,1930-01-07T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),2019-12-26T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"18.966667,72.833333","23.021944444,72.579722222"
Nirupa Roy,1930-01-04T00:00:00Z,Valsad,Point(72.933333333 20.633333333),2004-10-13T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"20.633333333,72.933333333","19.075833333,72.8775"
Zahida Zaidi,1930-01-04T00:00:00Z,Meerut,Point(77.706388888 28.98),2011-01-11T00:00:00Z,Aligarh,Point(78.08 27.88),,female,"28.98,77.706388888","27.88,78.08"
Zahida Zaidi,1930-01-04T00:00:00Z,Meerut,Point(77.7 28.99),2011-01-11T00:00:00Z,Aligarh,Point(78.08 27.88),,female,"28.99,77.7","27.88,78.08"
Amalendu De,1930-01-02T00:00:00Z,Faridpur District,Point(89.83 23.5),2014-05-16T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.5,89.83","22.5675,88.37"
Geeta Bali,1930-01-01T00:00:00Z,Amritsar,Point(74.87704 31.626917),1965-01-21T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"31.626917,74.87704","19.075833333,72.8775"
Yunus Parvez,1930-01-01T00:00:00Z,"Mahend, Dildarnagar",Point(83.940212 25.686279),2007-02-11T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"25.686279,83.940212","19.075833333,72.8775"
Jayant Kothari,1930-01-01T00:00:00Z,Rajkot,Point(70.798363888 22.296908333),2001-04-01T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"22.296908333,70.798363888","23.021944444,72.579722222"
Sulekha Hussain,1930-01-01T00:00:00Z,Mattancherry,Point(76.254166666 9.9625),2014-07-15T00:00:00Z,Vaduthala,Point(76.2741 10.0207),,female,"9.9625,76.254166666","10.0207,76.2741"
Saurabh Kumar Chaliha,1930-01-01T00:00:00Z,Darrang district,Point(92.5 26.75),2011-06-25T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,male,"26.75,92.5","26.1805876,91.750238"
K. M. Matthew,1930-01-01T00:00:00Z,Kerala,Point(76.3 10.0),2004-01-01T00:00:00Z,Tiruchirappalli,Point(78.692777777 10.826944444),,male,"10.0,76.3","10.826944444,78.692777777"
V. V. L. Narasimha Rao,1930-01-01T00:00:00Z,Chebrolu,Point(80.525 16.196666666),2013-10-08T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.196666666,80.525","17.361666666,78.474722222"
A. Charles,1930-01-01T00:00:00Z,Alappuzha,Point(76.328611111 9.497777777),2014-10-26T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"9.497777777,76.328611111","8.4875,76.9525"
Vasundhara Komkali,1930-01-01T00:00:00Z,Jamshedpur,Point(86.183333333 22.8),2015-07-29T00:00:00Z,Dewas,Point(76.066666666 22.966666666),,female,"22.8,86.183333333","22.966666666,76.066666666"
Benichandra Jamatia,1930-01-01T00:00:00Z,Tripura,Point(91.2833 23.8333),2020-12-14T00:00:00Z,Udaipur,Point(91.48 23.53),,male,"23.8333,91.2833","23.53,91.48"
Joginder Singh Saini,1930-01-01T00:00:00Z,Hoshiarpur District,Point(75.983333333 31.583333333),2020-03-01T00:00:00Z,Patiala,Point(76.633333333 30.566666666),,male,"31.583333333,75.983333333","30.566666666,76.633333333"
Nandakala (Bawni) Upadhaya,1930-01-01T00:00:00Z,Sonitpur district,Point(92.8 26.63),2021-01-01T00:00:00Z,"Bhanjang Basti, Haflong",Point(93.0222756 25.1576134),,female,"26.63,92.8","25.1576134,93.0222756"
Nandakala (Bawni) Upadhaya,1930-01-01T00:00:00Z,Sonitpur district,Point(92.96425 26.76748),2021-01-01T00:00:00Z,"Bhanjang Basti, Haflong",Point(93.0222756 25.1576134),,female,"26.76748,92.96425","25.1576134,93.0222756"
R. K. Baliga,1929-12-29T00:00:00Z,Mangaluru,Point(74.8425 12.871666666),1988-10-26T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.871666666,74.8425","12.9791198,77.5912997"
Susheela Gopalan,1929-12-29T00:00:00Z,Muhamma,Point(76.35 9.583333333),2001-12-19T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,female,"9.583333333,76.35","8.4875,76.9525"
Tarak Mehta,1929-12-26T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),2017-03-01T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"23.021944444,72.579722222","23.021944444,72.579722222"
Omkarananda,1929-12-25T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),2000-01-04T00:00:00Z,Langen bei Bregenz,Point(9.826944444 47.507777777),,male,"17.361666666,78.474722222","47.507777777,9.826944444"
Prem Nazir,1929-12-16T00:00:00Z,Chirayinkizhu Block Panchayat,Point(76.82 8.7),1989-01-16T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"8.7,76.82","13.0825,80.275"
Subhash Gupte,1929-12-11T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2002-05-31T00:00:00Z,Port of Spain,Point(-61.516666666 10.666666666),,male,"19.075833333,72.8775","10.666666666,-61.516666666"
Raghuvir Sahay,1929-12-09T00:00:00Z,Lucknow,Point(80.947 26.847),1990-12-30T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"26.847,80.947","28.666666666,77.216666666"
Suryakant Acharya,1929-12-09T00:00:00Z,Junagadh,Point(70.47 21.52),2009-12-21T00:00:00Z,Junagadh,Point(70.47 21.52),,male,"21.52,70.47","21.52,70.47"
Jamuna Devi,1929-11-29T00:00:00Z,Sardarpur,Point(74.978888888 22.660277777),2008-01-01T00:00:00Z,Indore,Point(75.847222222 22.720555555),,female,"22.660277777,74.978888888","22.720555555,75.847222222"
Lekh Raj Batra,1929-11-26T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1999-05-20T00:00:00Z,"Washington, D.C.",Point(-77.036666666 38.895),,male,"22.541111111,88.337777777","38.895,-77.036666666"
Surinder Kaur,1929-11-25T00:00:00Z,Lahore,Point(74.343611111 31.549722222),2006-06-14T00:00:00Z,New Jersey,Point(-74.5 40.0),,female,"31.549722222,74.343611111","40.0,-74.5"
Mohammad Shafi Qureshi,1929-11-24T00:00:00Z,Srinagar,Point(74.806111111 34.091111111),2016-08-28T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"34.091111111,74.806111111","28.613888888,77.208888888"
Milkha Singh,1929-11-20T00:00:00Z,Govindpura,Point(74.13 30.46),2021-06-18T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.46,74.13","30.735277777,76.791111111"
Milkha Singh,1929-11-20T00:00:00Z,Govindpura,Point(74.13 30.46),2021-06-18T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.46,74.13","30.736388888,76.788333333"
Krishnan Namboodiri,1929-11-13T00:00:00Z,Kerala,Point(76.3 10.0),2015-04-29T00:00:00Z,Cleveland,Point(-81.694722222 41.499166666),,male,"10.0,76.3","41.499166666,-81.694722222"
C. Venkataraman Sundaram,1929-11-07T00:00:00Z,Ottapalam,Point(76.38 10.77),2008-08-15T00:00:00Z,India,Point(83.0 22.8),,male,"10.77,76.38","22.8,83.0"
Shakuntala Devi,1929-11-04T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2013-04-21T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,female,"12.9791198,77.5912997","12.9791198,77.5912997"
Jaikishan,1929-11-04T00:00:00Z,Vansda,Point(73.22 20.45),1971-09-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"20.45,73.22","19.075833333,72.8775"
Amar Bose,1929-11-02T00:00:00Z,Philadelphia,Point(-75.163611111 39.952777777),2013-07-12T00:00:00Z,Wayland,Point(-71.361944444 42.3625),,male,"39.952777777,-75.163611111","42.3625,-71.361944444"
Muktha Srinivasan,1929-10-31T00:00:00Z,Malappuram,Point(76.079444444 11.041666666),2018-05-29T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.041666666,76.079444444","13.0825,80.275"
Sayyed Belal Hasani,1929-10-29T00:00:00Z,Raebareli district,Point(81.24 26.23),2023-04-13T00:00:00Z,Lucknow,Point(80.947 26.847),,male,"26.23,81.24","26.847,80.947"
Sayyed Belal Hasani,1929-10-29T00:00:00Z,Raebareli district,Point(81.25 26.25),2023-04-13T00:00:00Z,Lucknow,Point(80.947 26.847),,male,"26.25,81.25","26.847,80.947"
Satakadi Hota,1929-10-29T00:00:00Z,Jagannathkhunta,Point(86.642395 22.104555),2024-02-11T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"22.104555,86.642395","20.264444444,85.828055555"
Vempati Chinna Satyam,1929-10-25T00:00:00Z,Kuchipudi,Point(80.91513 16.2562),2012-07-29T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"16.2562,80.91513","13.0825,80.275"
Anil Chatterjee,1929-10-25T00:00:00Z,Kolkata,Point(88.37 22.5675),1996-03-17T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Lavy Pinto,1929-10-23T00:00:00Z,Nairobi,Point(36.817222222 -1.286388888),2020-02-15T00:00:00Z,Chicago,Point(-87.627777777 41.881944444),,male,"-1.286388888,36.817222222","41.881944444,-87.627777777"
Kadambur R. Janarthanan,1929-10-22T00:00:00Z,Kadambur,Point(77.87 8.98),2020-12-26T00:00:00Z,Thoothukudi,Point(78.133333333 8.783333333),,male,"8.98,77.87","8.783333333,78.133333333"
Nirmala Deshpande,1929-10-19T00:00:00Z,Nagpur,Point(79.080555555 21.149722222),2008-05-01T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,female,"21.149722222,79.080555555","28.613888888,77.208888888"
Sudhin Dasgupta,1929-10-09T00:00:00Z,Darjeeling,Point(88.263055555 27.0375),1982-01-01T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"27.0375,88.263055555","22.5675,88.37"
T. K. Rama Rao,1929-10-07T00:00:00Z,Hosadurga,Point(76.29 13.8),1988-11-10T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.8,76.29","12.9791198,77.5912997"
Chandidas Mal,1929-10-07T00:00:00Z,Bally,Point(88.34 22.65),2021-12-08T00:00:00Z,Bally,Point(88.34 22.65),,male,"22.65,88.34","22.65,88.34"
G. Venkatswamy,1929-10-05T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),2014-12-22T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.361666666,78.474722222","17.361666666,78.474722222"
Prem Nath Hoon,1929-10-04T00:00:00Z,Abbottabad,Point(73.216666666 34.15),2020-01-06T00:00:00Z,Chandimandir Cantonment,Point(76.877 30.724),,male,"34.15,73.216666666","30.724,76.877"
Markand Bhatt,1929-10-02T00:00:00Z,Vadodara,Point(73.2 22.3),2016-02-05T00:00:00Z,Vadodara,Point(73.2 22.3),,male,"22.3,73.2","22.3,73.2"
Syed Ali Shah Geelani,1929-09-29T00:00:00Z,Kashmir,Point(76.0 34.5),2021-09-01T00:00:00Z,Hyderpora,Point(74.788611111 34.043888888),,male,"34.5,76.0","34.043888888,74.788611111"
Lata Mangeshkar,1929-09-28T00:00:00Z,Indore,Point(75.847222222 22.720555555),2022-02-06T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"22.720555555,75.847222222","19.075833333,72.8775"
Jitendra Abhisheki,1929-09-21T00:00:00Z,Mangeshi,Point(73.983 15.516311111),1998-11-07T00:00:00Z,Pune,Point(73.855287 18.519574),,male,"15.516311111,73.983","18.519574,73.855287"
B. V. Karanth,1929-09-19T00:00:00Z,Dakshina Kannada district,Point(75.4 13.0),2002-09-01T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.0,75.4","12.9791198,77.5912997"
Anant Pai,1929-09-17T00:00:00Z,Karkala,Point(74.98 13.2),2011-02-24T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"13.2,74.98","19.075833333,72.8775"
Denis La Fontaine,1929-09-17T00:00:00Z,Chennai,Point(80.275 13.0825),2011-04-06T00:00:00Z,Medak,Point(78.263 18.046),,male,"13.0825,80.275","18.046,78.263"
Nand Kishore Vikram,1929-09-17T00:00:00Z,Rawalpindi,Point(73.0679 33.6007),2019-08-27T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"33.6007,73.0679","28.666666666,77.216666666"
Gursharan Singh,1929-09-16T00:00:00Z,Multan,Point(71.471111111 30.197777777),2011-09-27T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.197777777,71.471111111","30.735277777,76.791111111"
Gursharan Singh,1929-09-16T00:00:00Z,Multan,Point(71.471111111 30.197777777),2011-09-28T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.197777777,71.471111111","30.735277777,76.791111111"
Gursharan Singh,1929-09-16T00:00:00Z,Multan,Point(71.471111111 30.197777777),2011-09-27T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.197777777,71.471111111","30.736388888,76.788333333"
Gursharan Singh,1929-09-16T00:00:00Z,Multan,Point(71.471111111 30.197777777),2011-09-28T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.197777777,71.471111111","30.736388888,76.788333333"
Yash Johar,1929-09-06T00:00:00Z,Amritsar,Point(74.87704 31.626917),2004-06-26T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"31.626917,74.87704","19.075833333,72.8775"
Santha P. Nair,1929-09-05T00:00:00Z,Thrissur,Point(76.21 10.52),2008-07-26T00:00:00Z,Chennai,Point(80.275 13.0825),,female,"10.52,76.21","13.0825,80.275"
Muhammad Umar Palanpuri,1929-09-05T00:00:00Z,Palanpur,Point(72.433333333 24.166666666),1997-05-21T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"24.166666666,72.433333333","28.613888888,77.208888888"
S. N. Hanumantha Rao,1929-09-04T00:00:00Z,Kolar,Point(78.133333333 13.133333333),2013-07-29T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.133333333,78.133333333","12.9791198,77.5912997"
Gour Govinda Swami,1929-09-02T00:00:00Z,Jagatsinghpur district,Point(86.166 20.266),1996-02-09T00:00:00Z,Mayapur,Point(88.390833333 23.425),,male,"20.266,86.166","23.425,88.390833333"
Gour Govinda Swami,1929-09-02T00:00:00Z,Jagatsinghpur district,Point(86.3 20.2),1996-02-09T00:00:00Z,Mayapur,Point(88.390833333 23.425),,male,"20.2,86.3","23.425,88.390833333"
Rajendra Yadav,1929-08-28T00:00:00Z,Agra,Point(78.02 27.18),2013-10-28T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"27.18,78.02","28.613888888,77.208888888"
Purushottama Lal,1929-08-28T00:00:00Z,Kapurthala,Point(75.38 31.38),2010-11-03T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"31.38,75.38","22.5675,88.37"
Purushottama Lal,1929-08-28T00:00:00Z,Kapurthala,Point(75.381111111 31.38),2010-11-03T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"31.38,75.381111111","22.5675,88.37"
Harbhajan Singh Yogi,1929-08-26T00:00:00Z,Gujranwala,Point(74.183333333 32.15),2004-10-06T00:00:00Z,Espaï¿½ï¿,Point(-106.064722222 36.001944444),,male,"32.15,74.183333333","36.001944444,-106.064722222"
Pramod Chakravorty,1929-08-15T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2004-12-12T00:00:00Z,India,Point(83.0 22.8),,male,"22.541111111,88.337777777","22.8,83.0"
Pramod Chakravorty,1929-08-15T00:00:00Z,Bengal Presidency,Point(88.337778 22.541111),2004-12-12T00:00:00Z,India,Point(83.0 22.8),,male,"22.541111,88.337778","22.8,83.0"
Pramod Chakravorty,1929-08-15T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2004-12-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.541111111,88.337777777","19.075833333,72.8775"
Pramod Chakravorty,1929-08-15T00:00:00Z,Bengal Presidency,Point(88.337778 22.541111),2004-12-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.541111,88.337778","19.075833333,72.8775"
Pramod Chakravorty,1929-08-15T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2004-12-12T00:00:00Z,Maharashtra,Point(72.82 18.97),,male,"22.541111111,88.337777777","18.97,72.82"
Pramod Chakravorty,1929-08-15T00:00:00Z,Bengal Presidency,Point(88.337778 22.541111),2004-12-12T00:00:00Z,Maharashtra,Point(72.82 18.97),,male,"22.541111,88.337778","18.97,72.82"
Loknath,1929-08-08T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2018-12-31T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.9791198,77.5912997","12.9791198,77.5912997"
Aravind Joshi,1929-08-05T00:00:00Z,Pune,Point(73.855287 18.519574),2017-12-31T00:00:00Z,Philadelphia,Point(-75.163611111 39.952777777),,male,"18.519574,73.855287","39.952777777,-75.163611111"
Girija Devi,1929-08-05T00:00:00Z,Varanasi,Point(83.012777777 25.318888888),2017-10-24T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"25.318888888,83.012777777","22.5675,88.37"
Kishore Kumar,1929-08-04T00:00:00Z,Khandwa,Point(76.33 21.83),1987-10-13T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"21.83,76.33","19.075833333,72.8775"
Vellore G. Ramabhadran,1929-08-04T00:00:00Z,Salem district,Point(78.146 11.6646),2012-02-27T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.6646,78.146","13.0825,80.275"
Vidya Charan Shukla,1929-08-02T00:00:00Z,Raipur,Point(81.6336833 21.2379468),2013-06-11T00:00:00Z,Gurgaon,Point(77.033333333 28.466666666),,male,"21.2379468,81.6336833","28.466666666,77.033333333"
Peter Thuruthikonam,1929-08-01T00:00:00Z,Tiruvalla,Point(76.575 9.385),2011-09-05T00:00:00Z,Kochi,Point(76.283333333 9.966666666),,male,"9.385,76.575","9.966666666,76.283333333"
Somnath Chatterjee,1929-07-25T00:00:00Z,Tezpur,Point(92.79 26.62),2018-08-13T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"26.62,92.79","22.5675,88.37"
Baselios Thomas I,1929-07-22T00:00:00Z,Puthencruz,Point(76.41666667 9.96666667),2024-10-31T00:00:00Z,Kochi,Point(76.283333333 9.966666666),,male,"9.96666667,76.41666667","9.966666666,76.283333333"
Shantinath Desai,1929-07-22T00:00:00Z,Haliyal,Point(74.75638 15.32864),1998-03-26T00:00:00Z,Kolhapur,Point(74.233333333 16.7),,male,"15.32864,74.75638","16.7,74.233333333"
Shantinath Desai,1929-07-22T00:00:00Z,Haliyal,Point(74.764722222 15.330555555),1998-03-26T00:00:00Z,Kolhapur,Point(74.233333333 16.7),,male,"15.330555555,74.764722222","16.7,74.233333333"
Milap Chand Jain,1929-07-21T00:00:00Z,Jodhpur,Point(73.027777777 26.294444444),2015-04-29T00:00:00Z,Jaipur,Point(75.82 26.915),,male,"26.294444444,73.027777777","26.915,75.82"
Rajendra Kumar,1929-07-20T00:00:00Z,Sialkot,Point(74.533333333 32.5),1999-07-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"32.5,74.533333333","19.075833333,72.8775"
Rajendra Kumar,1929-07-20T00:00:00Z,Sialkot,Point(74.533333333 32.5),1999-07-29T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"32.5,74.533333333","19.075833333,72.8775"
N. Viswanathan,1929-07-18T00:00:00Z,Vellore,Point(79.133333333 12.933333333),2010-11-17T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"12.933333333,79.133333333","22.5675,88.37"
Tulasidas Dasappa,1929-07-16T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2005-04-20T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.9791198,77.5912997","12.9791198,77.5912997"
Kailash Chandra Joshi,1929-07-14T00:00:00Z,Dewas,Point(76.066666666 22.966666666),2019-11-24T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"22.966666666,76.066666666","23.25,77.416666666"
Kailash Chandra Joshi,1929-07-14T00:00:00Z,Dewas,Point(76.066666666 22.966666666),2019-11-24T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"22.966666666,76.066666666","23.25469,77.40289"
V. C. Kulandaiswamy,1929-07-14T00:00:00Z,Karur district,Point(78.08 10.958),2016-12-10T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.958,78.08","13.0825,80.275"
V. C. Kulandaiswamy,1929-07-14T00:00:00Z,Karur district,Point(78.19 10.88),2016-12-10T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.88,78.19","13.0825,80.275"
Thakur Ram Lal,1929-07-07T00:00:00Z,Shimla,Point(77.172222222 31.103333333),2002-07-06T00:00:00Z,Shimla,Point(77.172222222 31.103333333),,male,"31.103333333,77.172222222","31.103333333,77.172222222"
V. Sambasivan,1929-07-04T00:00:00Z,Kollam,Point(76.586388888 8.885277777),1997-04-25T00:00:00Z,Kollam,Point(76.586388888 8.885277777),,male,"8.885277777,76.586388888","8.885277777,76.586388888"
V. Sambasivan,1929-07-04T00:00:00Z,Kollam,Point(76.586388888 8.885277777),1996-04-23T00:00:00Z,Kollam,Point(76.586388888 8.885277777),,male,"8.885277777,76.586388888","8.885277777,76.586388888"
Orlando da Costa,1929-07-02T00:00:00Z,Maputo,Point(32.576388888 -25.915277777),2006-01-27T00:00:00Z,Lisbon,Point(-9.139016 38.708042),,male,"-25.915277777,32.576388888","38.708042,-9.139016"
Gobinda Chandra Das,1929-06-30T00:00:00Z,Jajpur district,Point(86.31237 20.84149),2008-10-17T00:00:00Z,Cuttack,Point(85.866666666 20.45),,male,"20.84149,86.31237","20.45,85.866666666"
Gobinda Chandra Das,1929-06-30T00:00:00Z,Jajpur district,Point(86.333 20.85),2008-10-17T00:00:00Z,Cuttack,Point(85.866666666 20.45),,male,"20.85,86.333","20.45,85.866666666"
Gobinda Chandra Das,1929-06-30T00:00:00Z,Jajpur district,Point(86.31237 20.84149),2008-10-17T00:00:00Z,Cuttack,Point(85.87927 20.46497),,male,"20.84149,86.31237","20.46497,85.87927"
Gobinda Chandra Das,1929-06-30T00:00:00Z,Jajpur district,Point(86.333 20.85),2008-10-17T00:00:00Z,Cuttack,Point(85.87927 20.46497),,male,"20.85,86.333","20.46497,85.87927"
Dolagobinda Pradhan,1929-06-28T00:00:00Z,Cuttack district,Point(85.833 20.466),2018-09-16T00:00:00Z,Cuttack district,Point(85.833 20.466),,male,"20.466,85.833","20.466,85.833"
